instance,rohanrajpal/bert-base-codemixed-uncased-sentiment,Sangramsing/whisper-large,michaellee8/wisper-base-jwt,Geotrend/bert-base-15lang-cased,lesliejd/jt-whisper,racheltong/whisper-tiny,nbroad/mt5-base-qgen,AbhirupGhosh/opus-mt-finetuned-en-hi,S-Fry/large,Helsinki-NLP/opus-mt-iir-en,damerajee/hindi-english,nbroad/mt5-small-qgen,Varosa/mbart-many-to-many,aditii09/whisper_eng_asr,bitextor/bicleaner-ai-full-en-hi,patrol90/whisper-large,Helsinki-NLP/opus-mt-en-inc,setu4993/LEALLA-base,Areeb123/En-Hi_Translation_Model,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,monsoon-nlp/muril-adapted-local,Evan-Lin/whisper-large-v1-tw,defining/maggle,rohanrajpal/bert-base-en-hi-codemix-cased
Tumko bhi ...!!  And I hope tumko jaldi se politics samjh me aye taki pata chal paye  kaun sahi aur kaun galat...!!,47,47,47,47,47,47,29,47,47,54,47,29,33,47,33,47,45,40,47,47,37,47,47,47
2.5 years ke liye koi cricket nahi khel sakta or 5 saal ki pabandi hai,24,26,26,24,26,26,20,27,26,34,27,20,20,26,20,26,27,19,27,24,19,26,26,24
Ye lo... Is chu#!@* ki suno. Bhai politics ke aage socho.,24,23,23,24,23,23,22,24,23,31,24,22,22,23,22,23,23,22,24,24,22,23,23,24
Kayi actors he Bollywood me lekin sabhi ne aesa kiya nahi aur akshay ne govt se milkar website launch kari he javano ke liye,39,41,41,37,41,41,37,45,41,65,45,37,33,41,33,41,45,31,45,39,28,41,41,39
"Apne ghar ke kisi hijabi ki shadi kara de usse. Triple talaq nahi dega, char shadi nahi karega, mar pit nahi karega, bahut se rights milenge",43,52,52,43,52,52,43,56,52,72,56,43,41,52,41,52,53,41,56,43,38,52,52,43
@LaxayGarg is ghatiya politics se aap hi haryana ko.nijad dilayegi,23,28,28,25,28,28,20,28,28,40,28,20,21,28,21,28,27,20,28,23,22,28,28,23
Triple Talaq...bhi aise hi trend karwa ke band karwaya Tha..... Do teen saal ruk ja ....Bakri Eid ka bhi Jackpot ...Laga denge,52,50,50,53,50,50,35,49,50,68,49,35,38,50,38,50,48,42,49,52,45,50,50,52
@Javedakhtarjadu Ye log ek limit tak hi soch sakte hain. #TripleTalaq,23,31,31,24,31,31,22,30,31,38,30,22,23,31,23,31,30,21,30,23,21,31,31,23
"Bollywood: Mard ko dard nahi hota hai Karan Johar: Hota hai bhai, mere se puch",28,30,30,26,30,30,22,30,30,42,30,22,24,30,24,30,30,25,30,28,20,30,30,28
Gande ko sab ganda hi dikhta hai...cant blame u. Cricket par concentrate karo pakis ko jyada jarurat hai uski. Warna funding kaha se hogi,46,44,44,47,44,44,41,53,44,73,53,41,37,44,37,44,48,37,53,46,36,44,44,46
Bhartiya cricket team ki jeet ki hardik badhai,13,16,16,13,16,16,12,16,16,25,16,12,13,16,13,16,13,13,16,13,9,16,16,13
patti hatalo apne aankh se...ye laundiyabaaji wale filmo ke wajah se hi aaj tak bollywood oscar nahi jeet paya hai aaj tak!,45,48,48,45,48,48,41,59,48,72,59,41,38,48,38,48,57,38,59,45,35,48,48,45
Sl ki cricket khatam hogayi tabah hogayi bachon ko kahein jake parhai karein this loss reminds me of dr nomis line,36,41,41,38,41,41,34,41,41,59,41,34,34,41,34,41,40,29,41,36,32,41,41,36
Bhai koi na koi ko politics me aana parega But abhi hum kya kar sakte he dono chor ho sakta par kuch kam ya jada.,39,39,39,39,39,39,31,44,39,57,44,31,31,39,31,39,43,29,44,39,29,39,39,39
Triple talaq par aapki soch acchi hai . Hazaro saal pehle prophet muhammad ne women education aur unko property me haq dilane ki baat kahi,42,46,46,42,46,46,37,48,46,73,48,37,40,46,40,46,47,34,48,42,32,46,46,42
Sidharth&Anushka  (my edit) @AnushkaSharma @S1dharthM #anushkasharma #SidharthMalhotra #bollywood #bollywoodactor #bollywoodactresspic.twitter.com/hVBEtmFsXo,66,73,73,71,73,73,52,73,73,100,73,52,62,73,62,73,73,54,73,66,56,73,73,66
Apane muh miya mitthu...Sachhai chhup nahi sakati....Tera wahi haal hoga jo pahale tha...Out from Bihar politics....Hahaha...,54,48,48,54,48,48,38,50,48,67,50,38,40,48,40,48,49,47,50,54,49,48,48,54
Ye jitne bhi yes bol rhe hai ek bhi mahila cricket match nahi dekhta hoga or har baat par yes bolte hai,33,34,34,33,34,34,28,41,34,52,41,28,27,34,27,34,40,28,41,33,24,34,34,33
Mam thoda triple talaq par kuch bole aur halala par. Jise muslim bhai log festival ki tarah celebrate karte hai,31,40,40,32,40,40,26,37,40,58,37,26,26,40,26,40,35,27,37,31,25,40,40,31
15 lakh nahi aaye hamare phir bhi modi jeet raha hai... Change yor politics other wise cong will finish,31,31,31,31,31,31,26,34,31,51,34,26,27,31,27,31,33,25,34,31,24,31,31,31
"Kush humanity value ko alakse rakhiye, ye politics ki under pe na layeto bahut achcha hogha aur shaktibhi bharehha.",35,37,37,35,37,37,34,43,37,67,43,34,34,37,34,37,42,32,43,35,31,37,37,35
Lagta hai beta bada ho gaya hai..Aur jaldi hi politics me launch karne wale hain. #Virasat,26,33,33,27,33,33,24,36,33,50,36,24,27,33,27,33,36,24,36,26,24,33,33,26
D worry abhi #TripleTalaq ka case jo chal raha hai....uske baad,25,25,25,26,25,25,18,29,25,36,29,18,20,25,20,25,27,23,29,25,20,25,25,25
Aap ek baat bhul gye @LambaAlka ji #TripleTalaq decision k baad ink guru @narendramodi ji ne bhi istifa nahi diya.,41,46,46,42,46,46,40,53,46,63,53,40,35,46,35,46,49,34,53,41,36,46,46,41
"Ullooraatchi Manra Therthal Thiruttha Sattatthil, Sapaanaayahar Kaichchaatthu!  --- CRICKET: 4th ODI #SLvIND  Today @2.30pm @Colombo",49,61,61,54,61,61,45,59,61,74,59,45,48,61,48,61,56,47,59,49,50,61,61,49
panama case haqeeqi he ya sazish is se peda hone wale bohran se pakistan ko faeda huwa ya nuqsan zimedar kon he ? @pakistani politics,46,45,45,46,45,45,40,58,45,77,58,40,40,45,40,45,55,37,58,46,40,45,45,46
#VandeMataramIndiaTV inse poochiye Kab tak Maa apne laal ko khoti rahengi Kab tak hum laashein ginengey.. Politics kyu laash par,47,46,46,49,46,46,42,54,46,69,54,42,40,46,40,46,53,40,54,47,42,46,46,47
"Karachi: World Eleven Ki Aamad Tour Nhi Hai Balki Cricket Ki Aalmi Baradari Ka Pakistan Se Izhaar Yakjhati Hai, Rameez Raja",38,43,43,36,43,43,36,46,43,60,46,36,34,43,34,43,43,32,46,38,36,43,43,38
Triple talaq pe bhi,6,11,11,6,11,11,4,6,11,9,6,4,6,11,6,11,6,5,6,6,5,11,11,6
#Bollywood Shenshah Amitabh Bachan Ke Khilaf Bhi #PanamaCase Khul Gaya. #India Me Amitab Ke Sath 33 Indians k Khilaf #Panama Inquiry Shru...,51,58,58,48,58,58,40,51,58,75,51,40,45,58,45,58,52,43,51,51,43,58,58,51
Ji. Toh Bhakt kyon ro rahe hain Ram Mandir ko lekar. Ram bhakt triple talaq ki bhartsana Karte hain toh Dashrath ke triple vivah ki kyo nahi,49,58,58,45,58,58,39,59,58,75,59,39,40,58,40,58,54,40,59,49,39,58,58,49
"Sirji aap jaise log hi bjp ko politics me help kar rahe ho, kyu kejrival ko saath nahi dete or sirf secularism ki baat karte he,...",46,46,46,46,46,46,40,51,46,76,51,40,42,46,42,46,50,41,51,46,36,46,46,46
@BeingSalmanKhan #prabhudeva jiske saath aaj Bollywood ka kutta bhi film nahi karna chahta ghatiya films ki guarantee hai prabhudeva,44,48,48,43,48,48,39,50,48,69,50,39,36,48,36,48,51,36,50,44,30,48,48,44
*Breaking News*  *Chinese President   Kamino...Tumhara triple talaq aur RamRahim ka topic khatam ho jaye tho meri dhamki par bhi focus Karna,44,56,56,43,56,56,35,44,56,70,44,35,40,56,40,56,44,38,44,44,39,56,56,44
Khatron ke khiladi ! #Bollywood #bollywoodmemes #funnymemes #KhatronKeKhiladi8 #iPhone8 #Memespic.twitter.com/b5i2wGuuqe,51,57,57,51,57,57,42,63,57,77,63,42,47,57,47,57,58,45,63,51,47,57,57,51
lol chutiye kam se kam dusri shaadi toh nahi ki na tum mulle triple talaq bolkar dusri teesri shaadi karlete ho,38,46,46,38,46,46,31,50,46,60,50,31,31,46,31,46,48,30,50,38,30,46,46,38
Jiss tarh taare Ashman ki Shobha h waise hi aap Bollywood ki shaan ho....#HappyBirthdayAkshayKumar,38,40,40,40,40,40,29,39,40,59,39,29,32,40,32,40,37,36,39,38,36,40,40,38
@triple talaq se DESH ka utna hi bhala huwa hai jitna @myogiadityanath ko UP ka cm bana kr huwa Tika topi k chakr me desh k bachche kha gaye,49,60,60,50,60,60,49,65,60,80,65,49,49,60,49,60,63,42,65,49,45,60,60,49
"Triple talaq: Muslim women hail PM Narendra Modi, Yogi Adityanath, send them rakhis",25,32,32,26,32,32,22,27,32,45,27,22,24,32,24,32,24,19,27,25,18,32,32,25
@StarSportsIndia madarchodo 100rs bharta hu har mahine HD channels ka aur Tumlog match nahi dikhaoge. Cricket ke liye baki 6 channels,39,42,42,40,42,42,38,49,42,65,49,38,39,42,39,42,47,34,49,39,36,42,42,39
@cricketaakash HappY BdaY to guru of cricket commentary .. paaji kuch kuch loog to aapko sunne ki wajh se bhi pura match dekh jate hai,42,49,49,45,49,49,42,55,49,68,55,42,40,49,40,49,50,39,55,42,37,49,49,42
"@sardesairajdeep @BDUTT @sagarikaghose @RanaAyyub AAJ DUKHI TO BOHOT HOGE TUM! #TripleTalaq tum itna qrahe ho, kya gum h jo chupa rahe ho",56,66,66,62,66,66,53,77,66,90,77,53,57,66,57,66,71,52,77,56,56,66,66,56
"@Expres_CricKeT: _ #AajKiBaaT: / ""Hamesha Naram Zuban Aur Khush Ikhlaq K Sath Logon Se Mila Kro Ta K Wo Aap Se Dobara Milne Ki Khwahish D...",57,63,63,63,63,63,57,73,63,80,73,57,53,63,53,63,69,60,73,57,66,63,63,57
Ruko MADAM Abhi triple talaq ban hua ab tumhari politics BHI ban hogi!,23,32,32,24,32,32,20,26,32,41,26,20,21,32,21,32,27,21,26,23,21,32,32,23
"#TripleTalaq islam quran,insanyat k khilaf  teen talaq muslim aurat par zulm ,molana,personal law board  i dukan band ho  teen talaq band ho",41,57,57,42,57,57,42,54,57,75,54,42,42,57,42,57,52,37,54,41,40,57,57,41
"Prabhas ka FAN pagal ho beya Bollywood ke Baadshah, king khan ke sath bhikhari ko compare kar raha hain",31,37,37,31,37,37,27,38,37,53,38,27,28,37,28,37,39,27,38,31,29,37,37,31
Bhai ek bat bola yanha pe kon kon he jisko Hindi nehi ati ho? Hum sab ko hindi ati he ya ts ek kutta he jo sirf politics kar rehihe,42,44,44,41,44,44,43,53,44,69,53,43,39,44,39,44,54,38,53,42,39,44,44,42
SHUKRIYA PAKISTANI QANOON NAFEZ KARNEY WALY EDARO K JIN KI QURBANEYO KI WAJHA SAY AAJ INT CRICKET BAHAL HOWE,38,50,50,62,50,50,40,61,50,80,61,40,43,50,43,50,63,45,61,38,58,50,50,38
Jis ko kabhi shida tally kha tha us ko aaj khiraje tehseen pesh kion kia politics mein koi baat akhri nahi hoti.,39,46,46,39,46,46,35,47,46,61,47,35,31,46,31,46,48,31,47,39,32,46,46,39
Aur chacha August ke triple Talaq ban ke baad aab to aur bhi pakka hoi geya hain 2019 main kaun aa raha hain...,36,43,43,36,43,43,31,44,43,59,44,31,29,43,29,43,43,31,44,36,31,43,43,36
"@ikaveri Garib aajkal dal roti bhi nahi kha sakta, haan mobile phone zaroor rakh sakta hai #irony",34,37,37,34,37,37,29,42,37,53,42,29,27,37,27,37,42,27,42,34,27,37,37,34
Yeh bhee cricket kee deewani hain....,14,14,14,14,14,14,11,14,14,21,14,11,13,14,13,14,14,12,14,14,12,14,14,14
"Triple talaq bandh,4 shadi,shadi  register,Mandir wahi banaoge,saman kanoon,370 hatana bichare Darenge nahi kya",36,49,49,37,49,49,34,43,49,60,43,34,37,49,37,49,43,34,43,36,30,49,49,36
"Triple talaq per to sayra bano or SC ko shrey jata hai, isme modi sarkar kaha se aa gayi? ?jo ladies iske liye ladai kr rhi thi uski jit hai",51,58,58,50,58,58,48,59,58,78,59,48,49,58,49,58,58,45,59,51,41,58,58,51
Mithro..  aaj se triple talaq bandh.,13,20,20,13,20,20,13,15,20,22,15,13,13,20,13,20,15,13,15,13,12,20,20,13
Baat baba ki hoti hai to politics Bich me kha se ajata hai?,20,21,21,20,21,21,17,24,21,31,24,17,18,21,18,21,22,18,24,20,17,21,21,20
Tune jo bola samajh aaya par baat yahi hai k ldkiyon k saath nainsaafi crime hai law mein tumhare yahan triple talaq crime tha hi nhi isiliy,46,55,55,47,55,55,41,58,55,73,58,41,43,55,43,55,58,38,58,46,40,55,55,46
"@sachin_rt inhe cricket ke siva aur kuch nahi dikhta hai, ""rajya sabha"" bhi nahi... Retire ho gaye hai phir bhi .... Dedication..",52,48,48,54,48,48,43,56,48,61,56,43,43,48,43,48,52,43,56,52,42,48,48,52
triple Talaq ke haqq me baat karne waali is feku ko dekho. . pic.twitter.com/4HFwJDoi5C,38,43,43,38,43,43,33,45,43,55,45,33,31,43,31,43,40,32,45,38,32,43,43,38
Bhagwan tumhe nark me jaroor bhejega. Kuchh to Darr. Apani Muslim parast politics ke liye ek asur Ko Devta Bana Raha hai.,46,47,47,46,47,47,37,46,47,62,46,37,38,47,38,47,47,39,46,46,37,47,47,46
"Kal shri ram ko laaye triple talaq par, aaj keh denge k ram ji ne seeta ka tyaag kia' pehle uspar baat ho. Uska decision aae...",48,53,53,49,53,53,47,51,53,69,51,47,43,53,43,53,50,42,51,48,39,53,53,48
Ab toh Mandir vahi banega! #Tripletalaq,14,18,18,14,18,18,12,18,18,21,18,12,14,18,14,18,17,12,18,14,12,18,18,14
Shame on indian dirty politics... Shaher jalane walo ke liye pm sahayata kosh khol Diya Gaya..h..  Gaw rakkhako ko gundai ka license Diya h.,51,49,49,51,49,49,43,55,49,73,55,43,45,49,45,49,53,44,55,51,44,49,49,51
"Aisi politics nai chalti bhai abhi, kuch dang ka hai to le aao",21,24,24,21,24,24,20,25,24,29,25,20,22,24,22,24,25,19,25,21,18,24,24,21
"@TarekFatah sir, #Fateh_ka _fatwa me jis tarah se aapne #Triple_talaq pe apni opinion rakhi thi, Aaj SC ne us pe apna muhar laga diya!",50,62,62,51,62,62,51,66,62,81,66,51,46,62,46,62,65,48,66,50,41,62,62,50
Out hone ke itne der baad bhi Murali Vijay trend kr rha hai.. Pr itne der se khelne ke baad bhi Suesh Raina trend nhi kr rha. #Irony #IPL,52,57,57,51,57,57,42,64,57,82,64,42,46,57,46,57,59,42,64,52,44,57,57,52
Vande Mataram/Bharat Mata ki Jai k bare me aap soldiers k paas kyu ni jaate?Neta toh politics hi krte hai @ZeeNews @CNNnews18 @abpnewstv,50,56,56,50,56,56,44,59,56,76,59,44,49,56,49,56,58,41,59,50,43,56,56,50
Aur aap ko kisi pol party join na karnay par bhee koi imanatdar mananay ko koi tyar nahi ? #Irony,32,40,40,32,40,40,29,43,40,56,43,29,29,40,29,40,41,28,43,32,29,40,40,32
Bada dukh hota hai bro is tarha partiality ke liye.. ye critics log kiyun aise bollywood n fans ke saath khel rahe hai??,40,41,41,41,41,41,37,46,41,63,46,37,35,41,35,41,45,35,46,40,32,41,41,40
"Hindustani jaisa bhi ho, usse do cheezein bilkul pasand nahin ... ek hai cricket mein haar ... doosra apne desh pe vaar #KheloIndia",47,47,47,48,47,47,41,54,47,66,54,41,41,47,41,47,53,42,54,47,38,47,47,47
"pura nautanki hai bhai...randi naach bhi karwa diya..aur soren ko bhi bula liya,jisko politics ka p bhi nahi aata.",44,44,44,44,44,44,35,48,44,57,48,35,37,44,37,44,48,36,48,44,36,44,44,44
aap politics pe bahas kijiye dharm pe bi kijiye lekin thoda kam kyuki desh bada dharm nai,31,33,33,31,33,33,28,37,33,44,37,28,31,33,31,33,35,24,37,31,21,33,33,31
PaKistanTeam & SaBiq Cricketer BHi Taqreeb Ki Ronaq Barrhaenge. Karachi Main Cricket K Ek Deewane Ne Apni Car Hashim Amla K NaaM Kar Di,44,51,51,49,51,51,47,57,51,67,57,47,45,51,45,51,49,43,57,44,46,51,51,44
Laluji kyuon aisa laag raha hey ki aap bhi modi aur nitish ki politics ke aage lachhar hein...amit shah ne barbad kardiya aap saab ko,46,49,49,50,49,49,41,57,49,73,57,41,39,49,39,49,54,36,57,46,39,49,49,46
@narendramodi upar tu caste ki politics kar Raha hai yaha @ChouhanShivraj reservation ke liye Ladd Raha hai,34,36,36,35,36,36,29,40,36,52,40,29,31,36,31,36,39,28,40,34,30,36,36,34
"Kyuki hum sudhar Gaye hai...ab tumhe bhi sudharengey..sati, dowry sab ban Kiya hai ab triple talaq bhi ban hoga",45,48,48,45,48,48,35,47,48,58,47,35,37,48,37,48,47,37,47,45,37,48,48,45
Unhe ek kamyab ladki ki Kewal dress hi dikhi par apni biradari ki Triple Talaq jaisi gandagi nhi diki....,39,39,39,40,39,39,33,44,39,58,44,33,35,39,35,39,41,33,44,39,33,39,39,39
Burnol is out of stock.. Liberals Modi aur Jashodaben ko troll karke kaam chala rahe hain. #TripleTalaq #TripleTalaqOver #OneIndiaOneLawpic.twitter.com/l3lS0H54E0,60,70,70,67,70,70,56,76,70,95,76,56,57,70,57,70,68,59,76,60,60,70,70,60
"Ye politics hai yaarr ,  Aurr kyaa milegaa ?",15,17,17,15,17,17,15,19,17,25,19,15,17,17,17,17,18,13,19,15,12,17,17,15
Par usme bhi Dhoom ka iska jodidaar dominate kr gya.  I mean role.  Koshish to bhot thi bollywood ki. Kaheen to chale.,42,49,49,43,49,49,36,44,49,63,44,36,37,49,37,49,45,35,44,42,34,49,49,42
"Arey  chachi , triple  talaq  petitioner  ishrat jahan  ke do bacche gayab ho  gaye  ,thoda unke  liye  bhi  awaaz uthaayo",38,55,55,38,55,55,38,47,55,61,47,38,38,55,38,55,44,34,47,38,30,55,55,38
Waha south bhi Baahubali banaa Gaya aur ye Bollywood waale abhi bhi Judwaa ka remake hi banaa pa rahe Hain! Inse kuch bhi na ho paayega..,48,51,51,48,51,51,42,58,51,76,58,42,42,51,42,51,56,42,58,48,40,51,51,48
"Ji bilkul, abhi to apne athawale saab to army me aur cricket me bhi aarakshan maang rahe the. War ke time sabse age aarakshan wale honge.",45,54,54,46,54,54,47,55,54,71,55,47,42,54,42,54,53,41,55,45,33,54,54,45
"#3rD_ODI #IND_v_SL #SL_217/9 #OvEr_50, Firnddo_5* Malinga_1* + #INDvSL #Cricket + #abid janwri",47,56,56,54,56,56,44,60,56,67,60,44,50,56,50,56,58,48,60,47,52,56,56,47
Aaj ki special thali #Snap #Sarcasm. Langar hai. Aaj to koi nahi milega galti se bhi.,32,37,37,32,37,37,28,40,37,51,40,28,29,37,29,37,38,29,40,32,28,37,37,32
Are agar #TripleTalaq ban hua to inki Aiyyashi khatm ho jayegi. Seamless #AIMPLB .,31,40,40,33,40,40,30,39,40,50,39,30,32,40,32,40,38,27,39,31,28,40,40,31
Bhai tum log padhe likhe to ho magar baaten kaisi karte ho baat kya ho rahi hai wo to dekho cricket aur crime ka fark samjho,41,46,46,41,46,46,36,50,46,62,50,36,35,46,35,46,50,34,50,41,29,46,46,41
Jab prachar aur modi k naam pe vote mil jaye to kaam ki kya jarurat. Welcome to Indian vote bank logic.#Sarcasm,35,39,39,33,39,39,30,40,39,54,40,30,31,39,31,39,40,31,40,35,28,39,39,35
Jab v aap 99 Me batting kar rahe hote ho to Main darr se apni aankhe Band kar leta hu . hum sirf aapke liye cricket dekhta hu.. i love you h,48,51,51,48,51,51,46,59,51,77,59,46,43,51,43,51,57,43,59,48,39,51,51,48
Ab responsibility jaisi koi cheej rahi he nhi.aaj ke leaders apni nakami ko dusro par thopna jante hai. Gandi politics sir. Very shameful,42,42,42,42,42,42,40,49,42,76,49,40,39,42,39,42,50,37,49,42,38,42,42,42
Helo Sar ek bar mujhe Coll 7803934166sar pilij Sar ek bar Coll kijiy mujhe cricket,31,28,28,29,28,28,25,36,28,41,36,25,25,28,25,28,35,27,36,31,27,28,28,31
Mansi Joshi !! #Cricket pic.twitter.com/Gb2MDuE4HS,24,26,26,26,26,26,20,28,26,32,28,20,23,26,23,26,25,20,28,24,21,26,26,24
Daily we see trends like  #AttockBhuttoKa #SukkurKhanKa #SawatBhuttuKa #SargodhaPTIKa  Ye politics hay ya cities qabza karnay ka muqabla?,44,64,64,52,64,64,45,56,64,87,56,45,49,64,49,64,55,49,56,44,50,64,64,44
"""Harr pal yahan jee bhar jiyo Jo hai samaa Kal Ho Na Ho"" - Title track  PART-1 #KHNH #SRK #Bollywood #SRKPreity #TheBestOfSRKpic.twitter.com/5BaQfqQEEj",64,73,73,68,73,73,53,72,73,94,72,53,60,73,60,73,70,59,72,64,64,73,73,64
Bhadwe sale hijde ki nasal jhatu jhat ke Baal ho tum bhadwe Bollywood ke star tum jaise chutiye ko bhao nhi deta to khud ki maa chudwane ate,53,55,55,51,55,55,45,58,55,78,58,45,45,55,45,55,58,39,58,53,43,55,55,53
Shayad Johny Lever ko Bollywood me Kaam Milna band ho gaya hai ISI liye kuch bhi #Tweet karta rehta hai,35,38,38,35,38,38,29,40,38,56,40,29,29,38,29,38,40,26,40,35,29,38,38,35
Pathhar wajon Hawa Wajon Ladki Wajon Daru wajon Triple Talaq Wajon Halala wajon ko janta ne shortlist kiya Fir Nakara Work is worship,40,48,48,44,48,48,37,42,48,72,42,37,38,48,38,48,41,38,42,40,43,48,48,40
"Abhi na jaao chhodkar,ki dil abhi bhara nahi... #RelativesSuck #Sarcasm",27,28,28,29,28,28,24,34,28,38,34,24,28,28,28,28,34,28,34,27,25,28,28,27
duniya ka sabase super cricketer mahi bhai he na hamare cricket ke bhagvan sachin unse bhe aage hai mahi bhai,34,37,37,34,37,37,31,38,37,53,38,31,32,37,32,37,38,31,38,34,25,37,37,34
"@sardanarohit Rohit sir, Lagta hai is baar ki payment ruk gyi aapki ;)  #Sarcasm",30,32,32,31,32,32,25,37,32,43,37,25,27,32,27,32,36,26,37,30,26,32,32,30
@sudhirchaudhary @ZeeNews @narendramodi Kuch to baat hai ki Hasti mitati nahi hamari..#TripleTalaqVerdict #TripleTalaqOver #TripleTalaq,45,60,60,51,60,60,44,68,60,76,68,44,46,60,46,60,62,47,68,45,48,60,60,45
Ek cricket hi bacha he jisme rajnitee and dharam nahi dekha jata. Ise toh chod do,27,33,33,28,33,33,26,33,33,43,33,26,26,33,26,33,33,24,33,27,25,33,33,27
1. Hawa hawa 2. Chalti hai kya nau se bara  3. Kala chashma @ankit8957137682 @Ayush7733 #Bollywood #Contest,44,47,47,43,47,47,30,46,47,66,46,30,35,47,35,47,46,35,46,44,37,47,47,44
"sahi kaha mishra ji, aur politicians ko sirf politics karne hai, shame on them",21,24,24,21,24,24,19,23,24,40,23,19,22,24,22,24,23,19,23,21,16,24,24,21
"Triple talaq hatane ki baat ki saare jihadi ek ho gye, inko burka halala triple talak afzal burhan hi pasand hai aur 72 hoor",40,49,49,40,49,49,39,50,49,66,50,39,38,49,38,49,47,34,50,40,38,49,49,40
Bhai jaan ki keemat is cricket se jyada hai ....,17,16,16,18,16,16,16,20,16,27,20,16,16,16,16,16,18,15,20,17,14,16,16,17
Tripletalaq se muslm mahilaon ko azadi mil gayi Hindu mahilaon ko in dhogi BABA se kab azadi milegi @anjanaomkashyap  jara batao to,47,53,53,46,53,53,42,57,53,77,57,42,42,53,42,53,57,39,57,47,38,53,53,47
@SPN_Cricket  Kya Sri Lanka ke ballebazo ko apni soch ko change krne ki jarrurat ha ?  Kya unko normal game khelna chahiya?  #AskTheExperts,49,53,53,49,53,53,41,57,53,75,57,41,44,53,44,53,56,43,57,49,42,53,53,49
Intolerance ka aalam to ye h ki ab triple talag ko support karne waale Pakistan v nhi Jaa skte kyuki wha v triple talaq ban h. #TripleTalaq,43,56,56,43,56,56,40,53,56,74,53,40,40,56,40,56,52,40,53,43,42,56,56,43
Politics itni bhi nahi khelni chahiye ki hone vale dango ko bhi na dekh sako  Dedicated to BJP,31,36,36,32,36,36,24,34,36,46,34,24,25,36,25,36,33,23,34,31,23,36,36,31
Main POOra Din Har Waqt CricKet DeKHta ReHTa Tha. JaB Aap Bache Hote Hain To Poora Din Khel Se Dil Hi Nahi Bharta. JaSparit BuMrah #Sufyan,49,60,60,59,60,60,51,66,60,79,66,51,50,60,50,60,61,51,66,49,58,60,60,49
"Baat theek hai, Lahore mein hamla hua tha team par, Lahore mein sirf cricket team ko khatra hai Karachi me sab ko hi khatra hai bhai",42,46,46,39,46,46,37,49,46,63,49,37,34,46,34,46,45,35,49,42,30,46,46,42
Ram Rahim ne @imVkohli ko cricket Sikhaya Aur @RanveerOfficial ko fashion ke tips,25,29,29,26,29,29,22,29,29,44,29,22,23,29,23,29,29,22,29,25,23,29,29,25
#KapilSibal k kya ha kahnai #Aurat ka dard na pahchana #TripleTalaq ko Chala #RamJanamSathanAsstha sa milana jo chala #1teer2nishanaLganai,54,60,60,59,60,60,48,63,60,76,63,48,51,60,51,60,61,52,63,54,50,60,60,54
Kamaal ki baat hai.. Triple Talaq aur Halala jaise saamajik dushan Aamir ji ko aur Kiran ji ko 'Intolerant' nhi lagte..? Shaabash..,48,48,48,47,48,48,44,57,48,74,57,44,44,48,44,48,54,42,57,48,43,48,48,48
Tumse Koi Pyara Koi Masoom Nahi Hai.. @TheAlkaYagnik #AlkaYagnik #TeamAlkaYagnik #Bollywood #AYSongs  @Bollywood_Jogjapic.twitter.com/buycM8P050,64,70,70,63,70,70,56,71,70,100,71,56,60,70,60,70,72,56,71,64,64,70,70,64
"Taweel Intezar K Bad Pakistan Me Cricket Ki Ronaq Bahal, #PAKvWXI K Darmiyan Match Shuru Hone Me 1 Ghanta Baqi, Stadium Me Shaiqeen Ki Amad,",49,53,53,50,53,53,45,55,53,72,55,45,46,53,46,53,50,45,55,49,50,53,53,49
"#Cricket News:  Sharjeel Khan Ko Mazed Saza Dilwayenge, Pak Team Mai Ab Koi Super Star Shamil Nahe Hai. Say,s NaJam SeThi  Rep_Zain Ullah",46,50,50,47,50,50,42,54,50,70,54,42,46,50,46,50,55,44,54,46,46,50,50,46
Manakji aapne kabhi cricket kheli he,13,13,13,13,13,13,12,13,13,19,13,12,11,13,11,13,13,11,13,13,8,13,13,13
Zardari nawaz ne ek dosre main corruption ka ilzaam laga ke phr sath ho jayein to yeh pakistani politics ha aisa he chalta hai,39,40,40,40,40,40,38,49,40,60,49,38,36,40,36,40,48,34,49,39,30,40,40,39
